ID	rep1	rep2	rep3	mean
ENSG00000223972	0.0	0.0	0.0	0.0
ENSG00000227232	0.0	0.0	0.0	0.0
ENSG00000278267	18.32476284892099	0.0	0.0	6.108254282973664
ENSG00000243485	0.0	0.0	0.0	0.0
ENSG00000284332	0.0	0.0	0.0	0.0
ENSG00000237613	0.0	0.0	0.0	0.0
ENSG00000268020	0.0	0.0	0.0	0.0
ENSG00000240361	0.0	0.0	0.0	0.0
ENSG00000186092	0.0	0.0	0.0	0.0
ENSG00000238009	0.3344293810323745	0.0	0.0	0.11147646034412484
ENSG00000239945	0.0	0.0	0.0	0.0
ENSG00000233750	0.0	0.0	0.0	0.0
ENSG00000268903	0.0	0.0	0.0	0.0
ENSG00000269981	0.0	0.0	0.0	0.0
ENSG00000239906	0.0	0.0	0.0	0.0
ENSG00000241860	0.0	0.0	0.22720595729530138	0.0757353190984338
ENSG00000222623	0.0	0.0	0.0	0.0
ENSG00000241599	0.0	0.0	0.0	0.0
ENSG00000279928	0.0	0.0	0.0	0.0
ENSG00000279457	2.6759138304795154	5.002229309016844	0.0	2.5593810464987867
ENSG00000273874	0.0	0.0	0.0	0.0
ENSG00000228463	0.0	0.36416660356603653	0.20883388025233257	0.1910001612727897
ENSG00000286448	0.0	0.0	0.0	0.0
ENSG00000236679	0.0	0.0	0.0	0.0
ENSG00000236601	0.0	0.0	0.0	0.0
ENSG00000237094	0.20085168822157118	0.32182528989115455	0.0	0.1742256593709086
ENSG00000269732	0.0	0.0	0.0	0.0
ENSG00000284733	0.0	0.0	0.0	0.0
ENSG00000233653	0.0	0.0	0.0	0.0
ENSG00000250575	0.0	0.0	0.0	0.0
ENSG00000278757	0.0	0.0	0.0	0.0
ENSG00000230021	0.2267668560012061	0.3633492444922153	0.62509547996185	0.4050705268184238
ENSG00000235146	0.0	0.0	0.0	0.0
ENSG00000225972	50.245317488976916	18.78525361477562	69.2520093223864	46.09419347537965
ENSG00000225630	1638.7673933205554	1170.4230922151824	1485.495399970546	1431.5619618354278
ENSG00000237973	306.0698562167154	181.1565611068446	298.29977625425084	261.8420645259369
ENSG00000278791	0.0	0.0	0.0	0.0
ENSG00000229344	105.97194234038767	79.04444378165326	85.6206660713141	90.21235073111835
ENSG00000240409	24.078915434330966	9.64543042746243	8.296859087899435	14.007068316564277
ENSG00000248527	5374.079790213077	2980.246793112659	2887.635912949316	3747.3208320916838
ENSG00000198744	86.56524168484798	54.75148350506552	43.95666844009609	61.757797876669855
ENSG00000268663	0.0	0.0	0.0	0.0
ENSG00000284662	0.0	0.0	0.0	0.0
ENSG00000229376	0.0	0.0	0.0	0.0
ENSG00000228327	0.7749277821683006	1.3968778674100206	2.4031480846947524	1.5249845780910245
ENSG00000223181	0.0	0.0	0.0	0.0
ENSG00000229905	0.0	0.0	0.0	0.0
ENSG00000237491	0.29622818821505464	0.9492947098465342	0.6124271358119041	0.6193166779578311
