ID	rep1	rep2	rep3	mean
ENSG00000223972	0.0	0.0	0.0	0.0
ENSG00000227232	0.0	0.0	0.0	0.0
ENSG00000278267	0.0	0.0	0.0	0.0
ENSG00000243485	0.0	0.0	0.0	0.0
ENSG00000284332	0.0	0.0	0.0	0.0
ENSG00000237613	0.0	0.0	0.0	0.0
ENSG00000268020	0.0	0.0	0.0	0.0
ENSG00000240361	0.0	0.0	0.0	0.0
ENSG00000186092	0.0	0.0	0.0	0.0
ENSG00000238009	0.0	0.0	0.0	0.0
ENSG00000239945	0.0	0.0	0.0	0.0
ENSG00000233750	0.0	0.0	0.0	0.0
ENSG00000268903	1.8123703519458936	0.0	0.0	0.6041234506486312
ENSG00000269981	9.63619447689542	0.0	8.844785407204052	6.1603266280331574
ENSG00000239906	4.236345559502012	0.0	0.0	1.4121151865006707
ENSG00000241860	0.0	0.0	0.3323083814851106	0.11076946049503687
ENSG00000222623	0.0	0.0	0.0	0.0
ENSG00000241599	0.0	0.0	0.0	0.0
ENSG00000279928	0.0	0.0	4.406875536220967	1.4689585120736555
ENSG00000279457	0.9794843348025409	0.0	0.0	0.32649477826751366
ENSG00000273874	0.0	0.0	0.0	0.0
ENSG00000228463	0.16638370813705614	0.0	0.30543762836161853	0.15727377883289154
ENSG00000286448	0.0	0.0	0.0	0.0
ENSG00000236679	0.0	0.0	6.524465079599872	2.174821693199957
ENSG00000236601	0.0	0.0	0.0	0.0
ENSG00000237094	0.0	0.0	0.0	0.0
ENSG00000269732	0.0	0.0	0.0	0.0
ENSG00000284733	0.0	0.0	0.0	0.0
ENSG00000233653	0.0	0.0	0.0	0.0
ENSG00000250575	0.0	0.0	0.0	0.0
ENSG00000278757	0.0	0.0	0.0	0.0
ENSG00000230021	0.2490153986750045	0.0	0.4571281265961694	0.23538117509039128
ENSG00000235146	0.0	0.0	0.0	0.0
ENSG00000225972	33.10499070288265	53.21886519786443	33.76235289846708	40.028736266404714
ENSG00000225630	1640.9590027589802	1858.3783042656569	1994.6177175579437	1831.318341527527
ENSG00000237973	398.17529971347903	456.39820808700927	512.8026588000483	455.7920555335122
ENSG00000278791	0.0	0.0	0.0	0.0
ENSG00000229344	106.33724286380487	132.7015859479217	139.9602992881908	126.33304269997245
ENSG00000240409	33.05168153910989	0.0	12.134874664956284	15.062185401355393
ENSG00000248527	5700.410410859366	5664.711129078665	3913.577265844866	5092.899601927632
ENSG00000198744	102.56293280527447	113.74854864960109	68.88260664477012	95.06469603321523
ENSG00000268663	0.0	0.0	0.0	0.0
ENSG00000284662	0.0	0.0	0.0	0.0
ENSG00000229376	0.0	0.0	0.0	0.0
ENSG00000228327	2.7656117855020126	3.517664863824728	2.733742753346029	3.0056731342242564
ENSG00000223181	0.0	0.0	0.0	0.0
ENSG00000229905	0.0	0.0	0.0	0.0
ENSG00000237491	0.16264585946976698	0.0	0.0	0.054215286489922326
