ID	rep1	rep2	rep3	mean
ENSG00000223972	0.0	0.0	0.0	0.0
ENSG00000227232	0.0	0.0	0.0	0.0
ENSG00000278267	0.0	0.0	0.0	0.0
ENSG00000243485	0.0	0.0	0.0	0.0
ENSG00000284332	0.0	0.0	0.0	0.0
ENSG00000237613	0.0	0.0	0.0	0.0
ENSG00000268020	0.0	0.0	0.0	0.0
ENSG00000240361	0.0	0.0	0.0	0.0
ENSG00000186092	0.0	0.0	0.0	0.0
ENSG00000238009	1.9038247632118435	0.0	0.0	0.6346082544039479
ENSG00000239945	0.0	0.0	0.0	0.0
ENSG00000233750	0.0	0.0	0.0	0.0
ENSG00000268903	0.0	0.0	0.0	0.0
ENSG00000269981	0.0	0.0	0.0	0.0
ENSG00000239906	5.490442002884929	0.0	0.0	1.8301473342949761
ENSG00000241860	0.0	0.0	0.0	0.0
ENSG00000222623	0.0	0.0	0.0	0.0
ENSG00000241599	0.0	0.0	0.0	0.0
ENSG00000279928	3.11125046830146	0.0	0.0	1.03708348943382
ENSG00000279457	1.2694436413255776	1.2366290224720125	3.923403896267872	2.1431588533551538
ENSG00000273874	0.0	0.0	0.0	0.0
ENSG00000228463	0.21563871193237258	0.6301936081201611	0.0	0.2819441066841779
ENSG00000286448	0.0	0.0	0.0	0.0
ENSG00000236679	0.0	0.0	0.0	0.0
ENSG00000236601	0.0	0.0	0.0	0.0
ENSG00000237094	0.0	0.0	0.0	0.0
ENSG00000269732	0.0	0.0	0.0	0.0
ENSG00000284733	0.0	0.0	0.0	0.0
ENSG00000233653	0.0	0.0	0.0	0.0
ENSG00000250575	0.0	0.0	0.0	0.0
ENSG00000278757	0.0	0.0	0.0	0.0
ENSG00000230021	0.32273207769460094	0.31438958041736154	0.6649675757459772	0.43402974461931326
ENSG00000235146	0.0	0.0	0.0	0.0
ENSG00000225972	23.836193103922472	65.01610328362264	73.66929090169647	54.173862429747196
ENSG00000225630	1734.3433285798858	1944.3444680672862	1541.7486619281472	1740.145486191773
ENSG00000237973	331.006401086434	338.12466934984275	361.13708125757097	343.4227172312826
ENSG00000278791	0.0	19.4109072403753	0.0	6.470302413458433
ENSG00000229344	132.6159107236414	86.12522772635725	91.08203238755199	103.27439027918355
ENSG00000240409	0.0	33.383009553495675	0.0	11.127669851165225
ENSG00000248527	4802.0163615599095	5195.396306193372	3310.596245701611	4436.00297115163
ENSG00000198744	81.05177179761571	44.21570460970315	100.20100992845003	75.15616211192297
ENSG00000268663	0.0	0.0	0.0	0.0
ENSG00000284662	0.0	0.0	0.0	0.0
ENSG00000229376	0.0	0.0	0.0	0.0
ENSG00000228327	2.2057372723032738	3.2230797470026147	1.7042895656362613	2.3777021949807167
ENSG00000223181	0.0	0.0	0.0	0.0
ENSG00000229905	0.0	0.0	0.0	0.0
ENSG00000237491	0.8431773526360785	0.6160361622703203	0.43432744903413106	0.63118032131351
