ID	rep1	rep2	rep3	mean
ENSG00000223972	0.0	0.0	0.28323156954515477	0.09441052318171826
ENSG00000227232	0.5890066839004096	0.0	0.3637355833907057	0.3175807557637051
ENSG00000278267	11.702176911021374	0.0	0.0	3.9007256370071244
ENSG00000243485	0.0	0.0	0.0	0.0
ENSG00000284332	0.0	0.0	0.0	0.0
ENSG00000237613	0.0	0.0	0.0	0.0
ENSG00000268020	0.0	0.0	0.0	0.0
ENSG00000240361	0.0	0.0	0.0	0.0
ENSG00000186092	0.0	0.0	0.0	0.0
ENSG00000238009	0.0	0.0	0.0	0.0
ENSG00000239945	0.0	0.0	0.0	0.0
ENSG00000233750	0.0	0.0	0.0	0.0
ENSG00000268903	0.0	0.0	0.0	0.0
ENSG00000269981	0.0	0.0	0.0	0.0
ENSG00000239906	0.0	0.0	0.0	0.0
ENSG00000241860	0.0	0.0	0.06500949506030473	0.021669831686768243
ENSG00000222623	0.0	0.0	0.0	0.0
ENSG00000241599	0.0	0.0	0.0	0.0
ENSG00000279928	0.0	1.5462962726509273	1.7242342917924331	1.0901768548144535
ENSG00000279457	2.848060236039561	5.04732355281906	4.572861883386517	4.156081890748379
ENSG00000273874	0.0	0.0	0.0	0.0
ENSG00000228463	0.09675924488684988	0.32151831544663007	0.23901107644009895	0.2190962122578596
ENSG00000286448	0.0	0.0	0.0	0.0
ENSG00000236679	2.0668779998687103	2.2893217543143596	0.0	1.45206658472769
ENSG00000236601	0.0	0.0	0.0	0.0
ENSG00000237094	0.0	0.0	0.0	0.0
ENSG00000269732	0.0	0.0	0.0	0.0
ENSG00000284733	0.0	0.0	0.0	0.0
ENSG00000233653	0.0	0.0	0.0	0.0
ENSG00000250575	0.0	0.0	0.0	0.0
ENSG00000278757	0.0	0.0	0.0	0.0
ENSG00000230021	0.2896262165421123	0.4811950184227635	0.1788559683933916	0.3165590677860891
ENSG00000235146	0.0	0.0	0.0	0.0
ENSG00000225972	38.50393693303806	26.062574272906758	26.41971898714212	30.328743397695646
ENSG00000225630	1251.5500624300792	1113.5554853133588	1024.7055030375059	1129.9370169269812
ENSG00000237973	175.85876747424734	153.0863374012674	137.26268258737753	155.40259582096408
ENSG00000278791	0.0	0.0	0.0	0.0
ENSG00000229344	78.17465983374396	58.156157468469615	37.46796510903792	57.93292747041716
ENSG00000240409	19.22096690699163	0.0	9.495783056248182	9.572249987746604
ENSG00000248527	4876.14761964621	3222.699412295831	2324.981825439409	3474.60961912715
ENSG00000198744	88.73972546054235	49.95074065400709	39.528149943468215	59.40620535267255
ENSG00000268663	0.0	0.0	0.0	0.0
ENSG00000284662	0.0	0.0	0.0	0.0
ENSG00000229376	0.0	0.0	0.0	0.0
ENSG00000228327	0.7423022667438931	1.3703185252037136	0.38200153386259594	0.8315407752700675
ENSG00000223181	0.0	0.0	4.725065126546571	1.5750217088488572
ENSG00000229905	0.0	0.0	0.0	0.0
ENSG00000237491	0.4729276298285115	0.8381208847365063	0.4672832741336916	0.5927772628995698
ENSG00000285268	0.0	0.0	0.0	0.0
ENSG00000230092	0.0	0.0	1.127079754956063	0.375693251652021
ENSG00000177757	0.0	0.0	0.0	0.0
ENSG00000228794	1.5097991503204555	1.300668731501465	1.7611289435510358	1.523865608457652
ENSG00000225880	1.208425254289223	3.3461992232764937	2.238755230801109	2.2644599027889423
ENSG00000230368	0.0	0.0	0.0	0.0
ENSG00000234711	0.0	0.0	0.0	0.0
ENSG00000283040	0.0	0.0	0.0	0.0
ENSG00000272438	0.0	2.5110794171254374	2.8000385935090795	1.7703726702115057
ENSG00000230699	1.830508120159768	1.1585788700769355	1.1304132146322392	1.3731667349563141
ENSG00000241180	0.0	0.0	0.0	0.0
ENSG00000223764	2.299849797541773	5.307013941540394	5.562648925471976	4.389837554851381
ENSG00000187634	6.102069724031275	11.827888095618883	9.067414697671927	8.999124172440695
ENSG00000188976	50.99107412130974	76.52491860518136	75.57374922979035	67.69658065209381
ENSG00000187961	6.783272448128791	10.881344140876894	10.833482653457748	9.499366414154478
ENSG00000187583	5.3034496345515585	5.874223162693033	4.2718641538178215	5.149845650354138
ENSG00000187642	0.0	0.7722449258858309	0.1435183332829566	0.30525441972292916
ENSG00000272512	1.1444123153635477	1.6901033085542252	0.7067211502792571	1.1804122580656766
ENSG00000188290	4.982322191096757	13.402156423960184	7.911736956077981	8.765405190378308
ENSG00000187608	7.342542375542823	8.132769323285153	11.902586201127695	9.12596596665189
ENSG00000231702	0.0	0.0	0.0	0.0
ENSG00000224969	0.0	0.0	0.0	0.0
ENSG00000188157	56.64371256772431	123.84164851049856	74.93713546668005	85.14083218163431
ENSG00000242590	0.0	0.0	0.0	0.0
ENSG00000217801	3.6121108940056894	4.000857355474482	1.5614377721860662	3.058135340555413
ENSG00000273443	0.9598890590463851	1.0631952658757882	0.0	0.6743614416407245
ENSG00000237330	0.41881475260497547	0.0	0.0	0.13960491753499182
ENSG00000131591	4.405438318290235	5.576645842524697	6.296100700099386	5.426061620304772
ENSG00000285812	0.0	0.0	0.0	0.0
ENSG00000223823	0.0	0.0	0.0	0.0
ENSG00000207730	0.0	0.0	0.0	0.0
ENSG00000207607	0.0	0.0	0.0	0.0
ENSG00000198976	0.0	0.0	0.0	0.0
ENSG00000272141	0.8062290070409863	0.0	0.9957584055944143	0.6006624708784668
ENSG00000205231	0.0	0.0	0.0	0.0
ENSG00000162571	0.0	0.0	0.0	0.0
ENSG00000186891	0.0	0.0	0.0	0.0
ENSG00000186827	0.0	0.5118402296231291	0.0	0.17061340987437637
ENSG00000078808	66.0747573867407	78.20120475195847	67.21243325213645	70.49613179694522
ENSG00000176022	23.262509253424305	25.137650635608654	26.453626647874284	24.951262178969085
ENSG00000184163	0.4435607747767299	0.49129814682888984	0.27391681893023606	0.4029252468452853
ENSG00000260179	0.5107496982987505	0.565718148530827	0.31540871191324993	0.4639588529142758
ENSG00000160087	14.01678405895684	15.899417319596227	18.563328867281438	16.15984341527817
ENSG00000230415	10.858160252721586	3.4362139392242823	2.873723819654055	5.722699337199974
ENSG00000162572	2.9655206085072794	1.3138716155195456	4.151013736017063	2.8101353200146293
ENSG00000131584	6.306031246871744	12.45099709148461	11.005434795723495	9.920821044693282
ENSG00000278073	0.0	0.0	0.0	0.0
ENSG00000169972	6.148520768214565	8.602412773430126	8.393283640811477	7.714739060818722
ENSG00000127054	16.553882374860894	20.69441033507646	20.146482062676917	19.131591590871423
ENSG00000283712	0.0	0.0	0.0	0.0
ENSG00000240731	6.184570180954301	6.850172606821465	14.00381996054217	9.012854249439313
ENSG00000224051	14.015131642945363	19.31811233777597	24.61842151255889	19.31722183109341
ENSG00000169962	0.22899223883437508	0.25363708644921684	0.8484721263208808	0.4437004838681576
ENSG00000107404	36.077190435626946	38.59765811949377	36.077004211963	36.917284255694575
ENSG00000284372	0.0	0.0	0.0	0.0
ENSG00000162576	0.0	0.24334314616538613	0.1356727700609728	0.12633863874211965
ENSG00000175756	92.4955768784865	88.1916969404684	93.33489939603798	91.34072440499763
ENSG00000223663	0.0	4.803209130305333	0.0	1.6010697101017775
ENSG00000221978	30.172741401029295	37.40471966524855	34.614185713385936	34.063882259887926
ENSG00000224870	15.43001720123594	16.393065747652688	16.918238727737783	16.247107225542138
ENSG00000242485	33.072288920920535	40.45406114101938	41.557349085521274	38.36123304915373
ENSG00000264293	0.0	0.0	0.0	0.0
ENSG00000272455	1.5674616479634669	0.5787188939008723	1.9359426388477088	1.360707726904016
ENSG00000235098	0.0	0.0	0.0	0.0
ENSG00000225905	0.0	0.0	0.0	0.0
ENSG00000205116	0.0	0.0	0.0	0.0
ENSG00000225285	0.9350740657455386	0.0	0.0	0.3116913552485129
ENSG00000179403	11.468826492854907	16.183448255325896	11.060290649622143	12.904188465934316
ENSG00000215915	0.0	0.0	0.0	0.0
ENSG00000160072	0.931789262235894	0.22934917392948959	0.575417767167264	0.5788520677775492
ENSG00000284740	0.0	0.0	1.4891114338207376	0.49637047794024586
ENSG00000197785	19.75092299216646	22.403724404885594	27.4799840254419	23.211543807497986
ENSG00000205090	0.3960916027622963	1.316160590459475	0.7338080236349082	0.8153534056188931
ENSG00000160075	31.05245961646949	33.12055320232221	37.57106272612895	33.91469184830689
ENSG00000215014	0.3387603362918065	0.7504375269570271	0.4183965714438854	0.5025314782309064
ENSG00000274481	0.0	0.0	0.0	0.0
ENSG00000228594	4.870397546771607	6.224497707705003	9.254364842953738	6.78308669914345
ENSG00000286989	0.43483498904341716	0.9632665305038561	1.0741131653788927	0.8240715616420552
ENSG00000272106	1.1713660892288325	6.48716051578284	4.3401972114304135	3.9995746054806953
ENSG00000197530	4.356781731216353	6.534764104222295	4.652305483329532	5.181283772922726
ENSG00000189409	0.0	0.0	0.44572042917083304	0.14857347639027768
ENSG00000248333	19.61993422467116	14.90881411962462	16.906196324340943	17.14498155621224
ENSG00000272004	0.0	0.0	2.4570338658042172	0.8190112886014057
ENSG00000189339	10.53223580174176	14.998818016921309	14.459972408065472	13.330342075576178
ENSG00000269737	0.0	0.0	0.2701521567679183	0.09005071892263944
ENSG00000215914	0.0	0.0	0.0	0.0
ENSG00000008128	0.3129785761846424	0.5199934368206658	1.3529390018194312	0.7286370049415799
ENSG00000268575	3.1334830870228525	2.7765745238386406	2.7090745517825585	2.873044054214684
ENSG00000227775	0.0	0.0	0.0	0.0
ENSG00000215790	4.126788694149895	4.4566532012226245	5.096919726807659	4.560120540726726
ENSG00000008130	11.000466482245585	18.672152118222865	16.938976740912377	15.537198447126942
ENSG00000078369	137.0268931111339	151.08738708931452	154.9956847245671	147.70332164167186
ENSG00000231050	0.0	0.0	2.169566327420942	0.7231887758069807
ENSG00000169885	1.5602902548028497	2.5923202217971424	0.24088567311806053	1.4644987165726844
ENSG00000178821	0.9946850374368168	1.1017360942637855	1.2285169329021086	1.1083126882009038
ENSG00000142609	0.0	0.0	0.0	0.0
ENSG00000233542	0.0	0.0	0.0	0.0
ENSG00000187730	0.0	0.3190547965288791	0.0	0.1063515988429597
ENSG00000226969	0.0	0.0	0.0	0.0
ENSG00000067606	6.411485101607033	7.674211130934231	5.939029227285047	6.6749084866087705
ENSG00000271806	0.0	0.0	0.0	0.0
ENSG00000182873	1.3767266954142792	3.5580865789372544	1.4169745477532971	2.1172626073682768
ENSG00000162585	3.9364596571336095	7.02462735074748	6.392429625214343	5.784505544365143
ENSG00000234396	0.0	0.0	0.0	0.0
