ID	avian-reass	reass-swine	avian-swine
ENSG00000000003	0.728432736285964	0.0269020364397886	0.0651730545073489
ENSG00000000419	0.940060651253608	0.993260568047083	0.926853861984819
ENSG00000000457	0.12797314596418	0.0104261082022224	0.408962320853108
ENSG00000000460	0.627097445847421	0.297831641522504	0.66058688428921
ENSG00000000938	0.321085455508056	0.00760155804915084	0.075875591438682
ENSG00000000971	0.00025342473203325	0.745278309279823	1.70153178070033e-05
ENSG00000001036	0.078955045987045	0.148108963432199	0.000224039287457254
ENSG00000001084	0.93786739645321	0.00310452223483503	0.000988002950249629
ENSG00000001167	0.618059273507825	0.561119064182032	0.995550653136961
ENSG00000001460	0.469304813224422	0.580231086198948	0.12385589944385
ENSG00000001461	0.613953083816639	0.0246848188842133	0.0948891939503579
ENSG00000001497	0.319345157606731	0.159388448203539	0.00475976329744505
ENSG00000001561	0.460307421504573	0.346593046874979	0.0514136357090898
ENSG00000001617	0.283674541659006	0.649102351259485	0.465969738233036
ENSG00000001629	0.0346029939271105	0.914839369448683	0.0109151952263337
ENSG00000001630	0.07164307526744	0.75199390257812	0.0152663535994705
ENSG00000001631	0.301085609835356	0.255631477300786	0.00791801938415655
ENSG00000002016	0.436410379505973	0.0920936980665031	0.444289054713903
ENSG00000002079	0.0277670358265464	0.0237134150322674	0.712547809019607
ENSG00000002330	0.448170270357961	0.155192692546847	0.631496723118827
ENSG00000002549	0.00156423969713749	0.280068702387631	0.0454526058454024
ENSG00000002586	0.796361101324076	0.0589960686743906	0.102764826179912
ENSG00000002587	0.369285975049892	0.353353980454079	0.951350610777763
ENSG00000002746	0.0719909620589993	0.73711741879392	0.0128223023478344
ENSG00000002822	0.479123560837574	0.167571280685209	0.613475276212345
ENSG00000002834	0.231963786163646	0.023585036603401	5.82899683752791e-05
ENSG00000002919	0.685723781542437	0.259742997788933	0.546480897059668
ENSG00000003056	0.962395868356008	0.260303091959153	0.256359757916169
ENSG00000003096	0.895925220543966	0.0836571688609063	0.0544524212750497
ENSG00000003137	0.415200473334111	0.763405323523383	0.169270724442423
ENSG00000003147	0.603017396661676	0.0654970501877106	0.0115141717178581
ENSG00000003249	0.799202269900761	0.0961620788521845	0.171445029209258
ENSG00000003393	0.386872803328833	0.426103223047191	0.865789090139858
ENSG00000003400	0.567930152053574	0.00180410503744752	0.0133566033916607
ENSG00000003402	0.0139147023489353	2.50418899010687e-08	0.00525078193678591
ENSG00000003436	0.754983026966437	0.0657270291651992	0.125782440987683
ENSG00000003509	0.668276365504221	0.850461039029799	0.428240964306366
ENSG00000003756	0.192342917839637	0.0283226998407569	4.28599723655637e-05
ENSG00000003989	0.0813507755499715	0.476653264670452	0.00496244022999183
ENSG00000004059	0.112413571046636	0.0223160572701072	0.619338415589461
ENSG00000004139	0.000121163867912033	0.00176340382809593	0.324455942468735
ENSG00000004142	0.890623516630863	0.0827419555170858	0.0351672881383567
ENSG00000004399	0.370294726227147	0.296232423233447	0.0205393724855658
ENSG00000004455	0.0172240271067324	0.422410870877266	0.000265795606198358
ENSG00000004468	0.000652405722331391	0.174012866614608	0.0532370693973551
ENSG00000004478	1.52953786956338e-12	0.0123668998727977	1.55053167690795e-05
ENSG00000004487	0.702321949840478	0.01228568010578	0.00123010737253432
ENSG00000004534	0.46932661997132	0.010925750678681	0.000160653028243636
ENSG00000004660	1.27011851886622e-05	0.268671447218638	0.000460353190247308
ENSG00000004700	0.0425417510126701	0.0836571688609063	1.92100307994421e-05
ENSG00000004766	0.685587256186565	0.0827419555170858	0.0150736921663065
ENSG00000004776	NA	0.243916325557459	0.710126478366643
ENSG00000004777	0.446863856468765	0.170830477279987	0.0103207143987054
ENSG00000004779	0.0253878749557128	0.106097999082329	0.478219407242504
ENSG00000004799	0.827956084699332	0.03949215639631	0.00959237200465862
ENSG00000004838	0.453231033962419	0.0330303742133015	0.205749490205721
ENSG00000004848	NA	0.798156515161755	0.73716141996435
ENSG00000004864	0.830306988160138	0.00361929047252336	0.000697411101545297
ENSG00000004866	0.7927791293804	0.54576807765167	0.292903922436207
ENSG00000004897	0.00161935325837644	0.903634937267954	0.00138868223742189
ENSG00000004939	0.956473075874181	0.00276172783331334	0.0018001021166937
ENSG00000004961	0.0255202248481014	0.918252474808605	0.00818122952631153
ENSG00000004975	0.469125427255006	0.262438219485781	0.0260934692215051
ENSG00000005007	0.264378930200402	0.112084482215207	0.745332093891812
ENSG00000005020	0.211167028486006	0.0112274362974681	2.23022253684831e-05
ENSG00000005022	0.0696790759242115	0.00080187849554206	7.76295460003037e-09
ENSG00000005059	0.895083032987263	0.803759607989327	0.934120261010891
ENSG00000005073	NA	0.465246555559387	0.968092218918763
ENSG00000005075	0.96344334488203	0.379903763740067	0.316019900321886
ENSG00000005100	0.0141733346326086	0.540105351816822	0.000421292046700045
ENSG00000005108	0.0238807605132284	0.487697373100178	0.000782167532477121
ENSG00000005156	0.198906239536935	0.0542374161671741	0.646388833000717
ENSG00000005175	0.521125369160462	0.175527026334942	0.0181572996044049
ENSG00000005187	0.326072709009142	0.103128460583965	0.00411862184208401
ENSG00000005189	0.58158915789723	0.500266100630661	0.126712603281679
ENSG00000005194	0.801267207332022	0.874459921771006	0.59477645585633
ENSG00000005206	0.00866524221673734	0.308573136973942	6.67835499857943e-05
ENSG00000005238	0.873785016624804	0.751358289202685	0.901280372171132
ENSG00000005243	0.847816305629661	0.815488528284327	0.589667742858772
ENSG00000005249	0.992302393522975	0.162066456370973	0.146364745951059
ENSG00000005302	0.86597428561659	0.667891373465335	0.46816706296449
ENSG00000005339	0.14351010890479	0.257414817927885	0.00212368663530284
ENSG00000005379	0.671466082391848	0.0265368749800917	0.00238362439854271
ENSG00000005381	NA	0.399391937057764	0.249042083750338
ENSG00000005421	0.374008595236941	0.498879853109525	0.722889580003253
ENSG00000005436	0.891611020171962	0.303360805867797	0.384265923494446
ENSG00000005448	0.421711216434069	0.186940664909956	0.0141062770574354
ENSG00000005469	0.265356200382315	0.0406839811052803	0.000593853347971566
ENSG00000005471	0.651497478464231	0.238709259189396	0.545158861191627
ENSG00000005483	0.0175375945055797	0.0221597320739501	9.61939760558007e-08
ENSG00000005486	0.000420781497722957	0.0269817576412977	0.155771345684041
ENSG00000005513	0.000931508684309957	1.56695030926169e-09	0.00951705763287959
ENSG00000005700	0.334448141694339	0.0130542615865883	0.171797072881621
ENSG00000005801	0.2313963395658	0.768833443076808	0.0720453841388052
ENSG00000005810	0.0157555492497071	0.12359155823579	0.399801548784171
ENSG00000005812	4.32466013685208e-05	0.897970591623006	1.84451655113762e-05
ENSG00000005882	0.134562375729994	0.635127015074401	0.23779938753833
ENSG00000005884	0.00616622804713347	0.407427255690748	6.0709858594029e-05
ENSG00000005889	0.192047983566671	0.482294361503499	0.0158786467936107
ENSG00000005893	0.13045023225185	0.00199299357351745	2.64893892867845e-07
ENSG00000005961	0.173156357402331	0.0209741432279667	2.06535825876548e-05
ENSG00000005981	0.689669610934575	0.692226685802186	0.306948952931199
ENSG00000006007	3.48365620436315e-05	0.0242745288585531	0.0804881725447228
ENSG00000006015	0.66858645388237	0.333549578879707	0.100098118613664
ENSG00000006016	NA	NA	NA
ENSG00000006025	0.976554605670255	0.738850844236459	0.754354303832334
ENSG00000006042	0.0542022513170253	0.115510975609915	0.680298483065664
ENSG00000006047	NA	0.394541796934993	0.658433272778614
ENSG00000006062	3.32049791589798e-05	0.0765753336095355	0.0239368759422071
ENSG00000006071	0.0716154981044353	0.819525796405042	0.076361781445718
ENSG00000006118	4.0347771309018e-07	0.145150194885814	0.000487529279331824
ENSG00000006125	0.710130725642653	0.000302530075958527	1.04285112207013e-05
ENSG00000006194	0.559300221485869	0.00206202229714225	0.0149938060535458
ENSG00000006210	0.00173766323398302	0.00137764165709259	0.73378767515875
ENSG00000006282	0.139568711142671	0.00566568916164557	1.96504035035905e-06
ENSG00000006283	0.0115606083318179	0.823268397107693	0.00212045319590671
ENSG00000006327	0.89552395119148	0.340287292212993	0.208717771260224
ENSG00000006432	0.0092261306236864	0.147065541196622	0.232761696817347
ENSG00000006451	0.191909041136346	0.296559193871811	0.00587137448636521
ENSG00000006453	0.415630064409994	0.122641951916633	0.00560867790950516
ENSG00000006459	0.150303160958221	0.00260928518389319	0.198685300430435
ENSG00000006468	0.137484584471412	0.0305572362333637	0.576959742433906
ENSG00000006530	0.0964528826982275	0.558729624975386	0.00781084164795656
ENSG00000006534	0.275514775936589	0.0550687895735625	0.000467358228859682
ENSG00000006576	0.0039286622657437	0.17088791758027	0.128072932968077
ENSG00000006606	0.384427718138948	0.348722883275271	0.92738262802373
ENSG00000006607	0.0606420817322779	0.680424960357363	0.00699812772702726
ENSG00000006611	0.139735429341849	0.0445255950192001	0.000986473053364497
ENSG00000006625	0.230390969310747	0.124664034607937	0.855514288118338
ENSG00000006634	6.20188523516381e-09	0.577963507053559	8.15506208962007e-08
ENSG00000006638	0.582521729044954	0.0267452515749554	0.111610220180442
ENSG00000006652	0.552617324287348	0.00382577790152127	6.9660338642634e-05
ENSG00000006695	0.255867395957513	0.745629942957819	0.0752072068893844
ENSG00000006704	0.0233191066064329	0.80658872094786	0.0248138416510736
ENSG00000006712	4.50550654584181e-06	0.000102463196509495	0.40489577325865
ENSG00000006715	0.228266257328065	0.0448685603793785	0.000248524174482581
ENSG00000006740	0.39537985325457	0.579217279004508	0.102367411383768
ENSG00000006744	0.282776449781209	0.109788479158334	0.00175373700157016
ENSG00000006756	0.35696445861689	0.0861555760275037	0.00242567880677783
ENSG00000006757	0.923516462561518	0.699170994730573	0.571339587663893
ENSG00000006831	0.323833022996878	0.00313458591498123	0.0711171803653823
ENSG00000006837	0.35570337654469	0.0158172853555963	0.00013503872149436
ENSG00000007038	NA	NA	0.69517227644224
ENSG00000007047	0.795699398811574	0.882183657604677	0.875935790230562
ENSG00000007080	0.947128878956121	0.0139224340335466	0.0145046823331839
ENSG00000007168	0.015251938641519	0.137459918193204	0.357769234874513
ENSG00000007171	0.00756884812272568	0.0181138294327481	0.591644040932267
ENSG00000007202	0.348127442770934	0.116091026682936	0.003046819235982
ENSG00000007255	0.929808760051102	0.231417342775255	0.267452984752376
ENSG00000007264	NA	0.0686298048491444	0.690446113102001
ENSG00000007341	0.0679023794264281	0.00222995112485405	2.77115934720438e-08
ENSG00000007376	0.42826667330546	0.458570356030264	0.0651374253127961
ENSG00000007384	0.0751982837407893	0.993489544821281	0.0427025571136291
ENSG00000007392	0.230161538979848	0.0198749872346839	3.9317943843382e-05
ENSG00000007516	0.180126059134325	0.00314343317230568	1.30072015159004e-06
ENSG00000007520	0.45821684176519	0.272774216108118	0.0315422366331575
ENSG00000007541	0.00312835959123193	0.531028823115724	7.2150671952962e-05
ENSG00000007545	0.720351483176669	0.230945508366646	0.0645548319167669
ENSG00000007866	0.0600732950388738	0.769455618060831	0.0182766845176855
ENSG00000007908	NA	0.585224811373195	0.0285207103102116
ENSG00000007923	0.571214315160973	0.589320101171051	0.170518541760968
ENSG00000007944	0.908769516472751	0.488958773171294	0.573436167631748
ENSG00000007952	NA	0.561176575934504	0.757494546355695
ENSG00000007968	0.934217182865317	0.539536667539969	0.60345132269885
ENSG00000008018	0.653524021961057	0.0320956123085109	0.00327161182773904
ENSG00000008056	NA	0.0357926692187801	0.00712481725978428
ENSG00000008083	0.00217367104339139	0.593286763365802	6.63184376353389e-05
ENSG00000008086	0.013667704405016	0.918107230434686	0.0106857302039107
ENSG00000008128	0.514871073610727	0.698179944090418	0.181865691813504
ENSG00000008130	0.558620796594544	0.61063922819851	0.169375034726697
ENSG00000008256	0.479199907308448	0.70887695703627	0.175412166370875
ENSG00000008277	0.375383994343502	0.407597540701452	0.896068070211353
ENSG00000008282	0.589087087313239	0.113736192425462	0.0124510565219256
ENSG00000008283	0.0152631256673221	0.115167333587446	1.5257975336954e-05
ENSG00000008294	0.0481385268847454	1.62738263235767e-05	0.0354917831180493
ENSG00000008300	0.693736524916031	0.0496695686441956	0.130557611742801
ENSG00000008311	0.292250851150629	0.123871155534447	0.772991062131869
ENSG00000008323	NA	0.0768813153187904	0.718743529167766
ENSG00000008324	0.173011066969345	0.686906550086646	0.0286937762206766
ENSG00000008382	0.694216806977661	0.981534929492458	0.587680898834161
ENSG00000008394	0.000629848923542046	0.000633770813023339	0.981960085156286
ENSG00000008405	3.77235709757523e-05	0.956070253212145	3.8133701742968e-06
ENSG00000008441	0.00310269447647152	0.769495331796162	0.00551699023352772
ENSG00000008513	0.772948747030645	0.0765753336095355	0.0195898145784761
ENSG00000008516	0.130294519754054	0.00208558670694796	3.45123199707926e-07
ENSG00000008517	0.795991640311472	0.00431471240844559	0.000515881874169756
ENSG00000008710	0.000390336011494062	0.177034126982828	0.0331828537048215
ENSG00000008735	0.925814356062368	0.558068209573478	0.430320503563922
ENSG00000008838	0.980719979942994	0.277682219510863	0.265625483566818
ENSG00000008853	0.723732383112603	0.190323457974832	0.0536766675089702
ENSG00000008869	0.0423017868359973	0.00029402261176932	2.24644669239035e-10
ENSG00000008952	0.27884634749059	0.296619554565177	0.925724080516041
ENSG00000008988	1.91844784333741e-05	0.461714249330282	0.000495390431069296
ENSG00000009307	0.0277670358265464	0.0330971579708324	7.9661123567708e-07
ENSG00000009335	0.0301578150861369	0.933250769096634	0.0102018344051736
ENSG00000009413	0.0589749196744919	3.77265325780516e-06	0.0132253543382571
ENSG00000009709	0.891888885011339	0.599242884683748	0.723133420293307
ENSG00000009724	0.852405671282835	0.0734383447806662	0.0250101585246715
ENSG00000009780	0.378584690215114	0.283048014713229	0.963092934799609
ENSG00000009830	0.0417274128589085	0.186324186032996	0.000132274357752959
ENSG00000009844	0.216119620955587	0.00735059451024765	0.215436446273009
ENSG00000009950	0.045704160929511	0.322720587973653	0.00175373700157016
ENSG00000009954	0.601906638320605	0.959963410880072	0.575941883817992
ENSG00000010017	0.0260908430992578	0.0436025651369522	0.77141716468304
ENSG00000010030	0.0648785471988702	0.402274995227421	0.23617819352957
ENSG00000010072	0.0689091761063019	0.405349563419774	0.00157998199435728
ENSG00000010165	0.0283613842732751	0.125318982962542	2.98317578186096e-05
ENSG00000010219	0.179030808406788	0.536420371124908	0.0152383147666542
ENSG00000010244	0.112174367014747	0.0989658082668367	0.000150265623437542
ENSG00000010256	0.791940524282566	0.00820462657237869	0.0179761085805281
ENSG00000010270	0.00506109827261983	0.0365673398068341	0.43647542617438
ENSG00000010278	0.077753774729342	0.0360344247679441	1.55655654139483e-05
ENSG00000010282	NA	NA	0.324264272344648
ENSG00000010292	0.215556759175683	0.0436025651369522	0.523072122890057
ENSG00000010295	0.841413875835062	0.00101718288562611	0.00148854873653352
ENSG00000010310	0.339689778588875	0.236746086489928	0.955470438669657
ENSG00000010318	0.327112379339849	0.628651213228442	0.0684337698363227
ENSG00000010322	0.931900963124159	0.923412024242484	0.99686274886259
ENSG00000010327	0.122527177714531	0.136634003032999	0.000440696836529186
ENSG00000010361	0.00796720180875537	0.529864798207109	0.0206539106092606
ENSG00000010379	0.330530888743068	0.0244976520715122	0.000224039287457254
ENSG00000010404	0.906642360511656	0.560873378257456	0.664179303481599
ENSG00000010438	NA	0.943515444097404	0.530129216317218
ENSG00000010539	0.435068634526082	0.000105700479072499	2.15123977378166e-07
ENSG00000010610	0.866323574175018	0.214497655516782	0.289950650775459
ENSG00000010626	0.930538196959248	0.262287561808977	0.302834366891154
ENSG00000010671	0.464072882049319	0.00850184273117311	0.000178600493979835
ENSG00000010704	0.139618480332417	0.300890903221487	0.00352501384530932
ENSG00000010803	0.503895509643758	0.656358013488017	0.166509921709926
ENSG00000010810	0.0047584133282921	0.235600947209025	0.0528892755844929
ENSG00000010818	0.00127650409724034	0.00135536041755066	0.914385442775408
ENSG00000011007	0.302706844490183	0.0798264981182829	0.00101704105125612
ENSG00000011009	0.76097875021999	0.304712268645667	0.120116839033349
ENSG00000011021	0.0396769338187622	0.23832289101334	0.000224921772775374
